Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T04:00:00.000000+0000,121.69,314.73,44.77,21.11,65.75,106.68,26.86,1.39,26.79,0.08,,,,0.12,0.36,,60.27,,296.04,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T04:15:00.000000+0000,131.7,313.47,45.96,21.18,67.15,107.39,26.57,1.34,27.22,0.09,,,,0.12,0.37,,62.58,,295.93,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T04:30:00.000000+0000,137.25,313.41,48.29,20.32,68.78,110.24,26.73,1.33,27.05,0.23,,,,0.01,0.32,,63.9,,296.0,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T04:45:00.000000+0000,137.25,313.58,50.85,18.48,69.39,113.95,26.3,1.35,26.68,0.01,,,,0.11,0.3,,63.75,,296.18,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T05:00:00.000000+0000,137.25,312.17,51.5,17.23,68.78,114.04,26.39,1.38,27.16,0.17,,,,0.14,0.31,,63.4,0.14,296.29,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T05:15:00.000000+0000,136.14,312.1,52.19,16.67,69.02,113.36,26.76,1.39,26.99,0.12,,,,0.05,0.44,,62.3,,296.21,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T05:30:00.000000+0000,135.51,311.95,53.52,13.99,67.61,111.11,26.13,1.39,27.97,0.16,,,,0.11,0.3,,62.8,0.18,296.14,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T05:45:00.000000+0000,135.53,312.07,54.7,12.75,67.52,112.06,26.31,1.4,27.72,0.19,,,,0.19,0.25,,61.64,0.81,296.31,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T06:00:00.000000+0000,135.53,341.25,56.05,11.72,67.91,113.03,26.35,1.44,27.52,0.17,,,,0.18,0.29,,64.47,,296.31,0.0,0.0,2.04,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T06:15:00.000000+0000,143.47,342.32,58.48,11.03,69.5,115.64,26.01,1.44,28.0,0.22,,,,,0.31,,65.51,,261.0,0.0,0.0,13.25,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T06:30:00.000000+0000,147.88,342.17,58.52,11.27,69.8,115.88,26.26,1.47,27.92,0.22,,,,0.01,0.37,,64.49,,51.11,0.0,0.0,28.79,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T06:45:00.000000+0000,147.87,342.31,60.49,11.03,71.57,118.05,26.07,1.52,27.99,0.23,,,,0.19,0.26,,63.77,0.04,51.82,0.0,0.0,47.86,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T07:00:00.000000+0000,147.88,976.45,63.64,9.94,73.65,121.9,26.76,1.78,28.0,0.25,,,,0.16,0.33,,61.91,1.25,81.86,0.0,0.0,86.07,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T07:15:00.000000+0000,157.8,999.89,67.77,9.03,76.87,128.29,26.61,1.7,27.24,0.23,,,,0.16,0.41,,58.78,1.86,287.32,0.0,0.0,94.5,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T07:30:00.000000+0000,163.3,999.95,72.52,8.0,80.58,135.99,26.87,1.75,26.86,0.24,,,,0.01,0.33,,53.7,1.43,314.46,0.0,0.0,119.61,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T07:45:00.000000+0000,163.31,1000.0,75.37,8.26,83.58,141.53,27.08,1.84,27.0,0.28,,,,0.15,0.43,,52.2,1.57,324.32,0.0,0.0,148.18,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T08:00:00.000000+0000,163.31,999.99,75.93,8.6,84.46,143.63,27.53,1.86,27.6,0.27,,,,0.17,0.34,,50.36,1.96,345.21,0.0,0.0,190.71,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T08:15:00.000000+0000,177.61,999.98,74.51,9.85,84.27,141.16,28.02,1.8,29.34,0.26,,,,0.15,0.47,,48.1,1.93,340.0,0.0,0.0,270.86,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T08:30:00.000000+0000,185.55,999.97,71.55,12.02,83.38,141.5,27.76,1.84,31.88,0.31,,,,0.22,0.5,,46.53,1.79,340.21,0.0,0.0,366.0,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T08:45:00.000000+0000,185.53,999.96,67.57,14.71,82.0,139.5,28.56,1.9,35.85,0.29,,,,0.13,0.41,,44.46,1.96,326.43,0.0,0.0,407.79,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T09:00:00.000000+0000,185.51,481.83,61.92,18.54,80.21,137.26,28.87,1.97,45.28,0.3,,,,0.09,0.42,,41.49,2.04,330.43,0.0,0.0,448.04,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T09:15:00.000000+0000,212.44,462.52,56.85,21.55,78.29,132.12,30.44,2.02,59.64,0.31,,,,0.14,0.48,,39.16,2.07,245.32,0.0,0.0,486.07,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T09:30:00.000000+0000,227.38,462.63,53.78,21.84,75.6,124.67,29.38,1.97,57.45,0.33,,,,0.24,0.38,,37.04,2.25,245.57,0.0,0.0,495.11,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T09:45:00.000000+0000,227.38,462.6,48.73,23.32,71.87,120.12,29.29,1.96,63.79,0.35,,,,0.25,0.36,,34.42,1.82,198.57,0.0,0.0,560.93,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T10:00:00.000000+0000,227.38,613.12,45.12,26.04,70.98,117.78,30.56,1.94,91.56,0.33,,,,0.2,0.31,,31.83,1.79,129.32,0.0,0.0,608.86,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T10:15:00.000000+0000,224.1,618.68,41.05,27.05,68.05,110.81,28.94,1.85,75.89,0.33,,,,0.13,0.42,,29.34,2.32,115.57,0.0,0.0,617.43,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T10:30:00.000000+0000,222.25,618.53,37.22,27.62,64.84,104.78,29.48,1.81,118.88,0.3,,,,0.09,0.3,,28.8,2.61,324.46,0.0,0.0,680.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T10:45:00.000000+0000,222.25,618.69,34.98,27.72,62.73,99.57,31.4,1.81,143.74,0.28,,,,0.22,0.29,,27.86,2.18,191.36,0.0,0.0,642.54,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T11:00:00.000000+0000,222.25,415.55,33.12,27.99,61.07,97.1,30.38,1.77,128.39,0.3,,,,0.22,0.41,,26.03,2.46,225.82,0.0,0.0,651.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T11:15:00.000000+0000,188.95,408.03,31.98,26.98,59.19,92.22,30.3,1.79,109.83,0.28,,,,0.21,0.34,,25.22,2.0,217.32,0.0,0.0,724.64,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T11:30:00.000000+0000,170.41,407.97,31.55,25.22,56.75,86.72,28.96,1.67,114.47,0.23,,,,0.2,0.39,,23.87,2.36,149.14,0.0,0.0,751.25,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T11:45:00.000000+0000,170.38,408.04,30.34,25.72,55.99,86.15,29.22,1.54,126.64,0.23,,,,0.1,0.48,,22.35,2.71,151.36,0.0,0.0,801.07,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T12:00:00.000000+0000,170.38,315.33,29.69,25.3,55.14,84.4,28.94,1.33,144.84,0.19,,,,0.23,0.42,,18.6,3.04,163.96,0.0,0.0,841.04,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T12:15:00.000000+0000,129.8,311.87,28.86,25.1,54.02,75.35,29.41,1.21,176.03,0.2,,,,0.2,0.3,,19.95,2.64,136.61,0.0,0.0,812.25,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T12:30:00.000000+0000,107.25,311.8,29.11,22.73,51.96,76.76,29.07,1.14,183.03,0.15,,,,0.13,0.24,,18.71,2.96,168.89,0.0,0.0,824.07,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T12:45:00.000000+0000,107.25,311.88,28.31,22.9,50.91,77.48,31.73,0.93,,0.37,,,,0.13,0.8,,20.16,4.04,262.79,0.0,0.0,782.25,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T13:00:00.000000+0000,107.25,200.2,27.13,25.95,53.14,84.14,31.59,0.92,,,,,,,,,20.21,2.61,193.18,0.0,0.0,749.18,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T13:15:00.000000+0000,113.14,196.02,27.51,21.94,49.77,64.75,31.78,0.82,,0.03,,,,,,,19.54,2.96,234.79,0.0,0.0,779.04,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T13:30:00.000000+0000,116.38,196.05,28.53,19.3,47.99,71.23,29.01,0.79,,0.22,,,,,,,19.74,3.82,238.57,0.0,0.0,733.86,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T13:45:00.000000+0000,116.4,196.09,29.91,16.61,46.62,67.88,29.87,0.81,,,,,,,,,19.52,3.07,222.86,0.0,0.0,703.36,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T14:00:00.000000+0000,116.38,188.83,29.23,16.34,45.7,68.08,30.18,0.72,,,,,,,,,19.67,2.5,104.96,0.0,0.0,690.5,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T14:15:00.000000+0000,97.98,188.51,28.85,15.67,44.51,65.32,30.1,0.71,,,,,,,,,17.91,2.04,89.79,0.0,0.0,669.71,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T14:30:00.000000+0000,87.75,188.51,28.17,15.89,44.09,65.23,31.04,0.68,,,,,,,,,18.77,2.64,180.43,0.0,0.0,638.64,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T14:45:00.000000+0000,87.75,188.57,28.11,14.9,43.05,65.23,32.06,0.68,,,,,,,,,18.41,1.86,103.14,0.0,0.0,586.79,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T15:00:00.000000+0000,87.75,160.41,27.88,15.53,43.27,66.1,31.65,0.77,,,,,,,,,17.58,1.71,209.39,0.0,0.0,537.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T15:15:00.000000+0000,101.44,159.33,27.32,17.81,45.07,67.36,30.03,0.7,,,,,,,,,17.9,3.0,243.75,0.0,0.0,509.21,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T15:30:00.000000+0000,109.0,159.31,27.77,16.43,44.38,66.5,28.15,0.65,140.73,,,,,,,,18.34,1.54,312.29,0.0,0.0,457.14,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T15:45:00.000000+0000,109.0,159.36,29.42,15.3,44.68,67.09,28.79,0.64,180.99,,,,,,,,19.09,2.25,261.75,0.0,0.0,402.96,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T16:00:00.000000+0000,109.0,143.8,28.97,16.83,45.7,69.21,28.72,0.64,,,,,,,,,19.39,2.07,280.93,0.0,0.0,352.46,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T16:15:00.000000+0000,81.35,143.24,29.64,16.48,46.21,69.08,28.5,0.61,172.46,,,,,,,,20.04,1.68,263.07,0.0,0.0,328.71,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T16:30:00.000000+0000,65.96,143.23,29.62,16.51,46.09,69.44,27.9,0.57,144.16,,,,,,,,21.09,2.25,231.71,0.0,0.0,248.89,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T16:45:00.000000+0000,65.94,143.24,30.09,16.48,46.62,67.09,28.53,0.55,198.32,,,,,,,,21.29,2.39,229.14,0.0,0.0,187.46,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T17:00:00.000000+0000,65.98,126.9,29.59,14.35,44.14,61.03,28.47,0.54,,,,,,,,,21.69,2.32,320.86,0.0,0.0,132.39,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T17:15:00.000000+0000,50.98,126.29,28.09,14.0,42.04,64.75,28.42,0.5,,,,,,,,,22.35,2.11,300.21,0.0,0.0,79.07,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T17:30:00.000000+0000,42.63,126.3,28.87,12.06,41.13,59.12,28.9,0.52,,,,,,,,,22.7,2.71,294.61,0.0,0.0,71.54,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T17:45:00.000000+0000,42.62,126.3,29.57,11.06,40.65,59.02,28.43,0.57,,,,,,,,,24.58,1.79,317.39,0.0,0.0,40.11,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T18:00:00.000000+0000,42.62,121.61,29.64,10.33,40.02,59.55,28.62,0.62,189.46,,,,,,,,25.81,1.75,312.82,0.0,0.0,28.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T18:15:00.000000+0000,54.24,121.43,30.59,10.78,41.31,60.97,28.17,0.69,188.34,,,,,,,,27.13,2.0,311.04,0.0,0.0,16.89,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T18:30:00.000000+0000,60.68,121.43,30.88,11.36,42.12,63.12,28.64,0.7,157.79,,,,,,,,28.27,1.54,273.93,0.0,0.0,6.43,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T18:45:00.000000+0000,60.69,121.44,30.56,13.31,43.76,66.59,29.19,0.74,174.76,,,,,,,,29.03,1.79,293.43,0.0,0.0,0.04,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T19:00:00.000000+0000,60.69,194.1,29.97,14.17,44.11,66.98,29.39,0.91,154.33,,,,,,,,29.46,1.86,287.5,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T19:15:00.000000+0000,76.96,196.8,29.83,14.87,44.64,66.46,28.59,0.8,131.01,,,,,,0.05,,30.74,1.61,287.93,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T19:30:00.000000+0000,86.0,196.8,29.78,15.29,45.07,66.1,28.08,0.83,101.83,,,,,,0.68,,31.62,1.21,287.79,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T19:45:00.000000+0000,86.0,196.8,31.03,14.79,45.83,67.47,28.32,0.94,109.18,,,,,,,,31.81,0.46,274.92,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T20:00:00.000000+0000,86.0,245.99,31.27,14.59,45.93,67.66,28.62,0.96,93.61,,,,,,,,32.33,0.97,274.97,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T20:15:00.000000+0000,92.73,247.64,31.33,15.5,46.74,67.12,29.13,1.02,92.58,,,,,,,,32.23,1.23,273.43,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T20:30:00.000000+0000,96.61,247.68,32.38,15.14,47.52,70.79,28.47,1.03,59.25,,,,,,,,33.11,1.5,189.77,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T20:45:00.000000+0000,96.62,247.69,33.15,14.47,47.74,71.22,30.77,1.36,73.59,,,,,,0.03,,30.26,2.0,138.4,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T21:00:00.000000+0000,96.62,297.3,33.46,13.72,47.17,69.62,30.75,1.36,56.4,0.03,,,,0.01,0.49,,31.01,1.23,194.97,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T21:15:00.000000+0000,111.37,299.01,33.01,14.19,47.14,71.35,30.78,1.44,42.53,0.4,,,,0.09,,,32.94,1.03,248.93,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T21:30:00.000000+0000,118.75,298.99,31.13,15.98,46.95,70.47,30.18,1.67,30.69,0.16,,,,0.11,0.02,,36.87,0.63,124.77,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T21:45:00.000000+0000,118.74,299.03,32.87,16.99,49.88,76.26,30.48,1.72,27.84,0.04,,,,0.01,0.34,,38.5,0.23,122.57,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T22:00:00.000000+0000,118.75,365.92,33.43,18.69,51.98,78.91,30.16,1.7,27.41,0.63,,,,0.09,0.86,,38.89,0.6,122.4,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T22:15:00.000000+0000,139.46,368.3,35.55,19.12,54.72,91.19,29.14,1.82,27.87,0.27,,,,0.01,0.33,,39.51,0.37,122.43,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T22:30:00.000000+0000,149.8,368.29,40.1,17.97,58.16,101.28,29.46,1.96,27.27,0.47,,,,0.16,0.3,,40.91,0.47,122.3,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T22:45:00.000000+0000,149.8,368.31,43.25,17.01,60.28,102.07,27.96,1.5,26.11,0.07,,,,0.21,0.26,,41.21,0.77,122.17,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T23:00:00.000000+0000,149.81,423.39,46.88,15.64,62.72,102.76,28.29,1.74,26.46,0.01,,,,0.16,0.47,,41.94,0.8,122.13,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T23:15:00.000000+0000,147.39,425.3,50.34,13.19,63.61,103.76,28.44,1.84,27.09,0.18,,,,0.2,0.5,,43.74,0.33,122.1,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T23:30:00.000000+0000,146.19,425.31,55.05,12.09,67.25,110.99,27.69,1.94,27.33,0.33,,,,0.17,0.6,,45.31,0.21,122.04,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-10T23:45:00.000000+0000,146.19,425.31,60.31,9.89,70.32,117.05,27.29,1.89,27.21,0.31,,,,0.19,0.52,,46.75,0.63,122.27,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T00:00:00.000000+0000,146.19,314.79,63.94,9.11,73.11,122.78,27.54,1.96,26.98,0.03,,,,0.18,0.6,,46.31,0.89,122.07,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T00:15:00.000000+0000,122.25,310.62,68.33,7.98,76.37,130.64,27.85,1.88,26.83,0.45,,,,0.18,0.68,,46.95,0.21,122.11,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T00:30:00.000000+0000,106.76,310.69,72.92,6.76,79.83,138.08,27.57,1.91,27.29,0.87,,,,0.24,0.54,,50.11,,122.18,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T00:45:00.000000+0000,106.77,310.69,80.59,2.94,83.71,144.55,27.3,2.06,27.36,0.33,,,,0.19,0.61,,52.17,0.46,122.39,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T01:00:00.000000+0000,106.79,410.91,87.69,0.13,87.73,152.46,27.77,2.08,27.69,0.24,,,,0.25,0.76,,51.76,1.36,102.79,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T01:15:00.000000+0000,135.57,414.62,96.58,,94.15,166.25,27.85,2.02,27.99,0.09,,,,0.2,0.83,,51.42,0.82,3.14,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T01:30:00.000000+0000,154.18,414.53,104.93,,101.11,182.76,27.98,2.02,28.02,0.18,,,,0.31,0.89,,51.51,0.46,2.18,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T01:45:00.000000+0000,154.19,414.58,111.53,,107.24,198.36,27.25,2.0,27.63,0.33,,,,0.28,0.82,,54.08,0.75,4.32,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T02:00:00.000000+0000,154.17,485.58,117.25,,111.06,200.23,26.86,2.09,28.4,0.26,,,,0.22,0.85,,55.18,0.46,283.86,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T02:15:00.000000+0000,163.89,488.19,120.95,,113.26,204.79,27.24,2.05,27.37,0.41,,,,0.28,0.82,,55.56,1.21,2.36,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T02:30:00.000000+0000,170.17,488.15,123.82,,116.17,208.81,27.1,1.96,26.41,0.26,,,,0.21,0.9,,55.59,0.61,1.0,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T02:45:00.000000+0000,170.18,488.24,128.26,,119.5,212.7,27.52,2.07,26.24,0.32,,,,0.23,0.92,,55.7,0.96,1.82,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T03:00:00.000000+0000,170.18,457.2,133.45,,121.25,217.88,28.31,2.27,27.92,0.16,,,,0.21,0.97,,54.86,0.96,211.21,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T03:15:00.000000+0000,166.77,456.05,138.18,,123.71,220.95,28.24,2.11,26.89,0.09,,,,0.24,0.91,,57.28,0.54,345.68,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T03:30:00.000000+0000,164.53,456.05,142.48,,126.69,226.36,27.35,2.13,27.24,0.17,,,,0.16,0.98,,58.19,0.82,330.18,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T03:45:00.000000+0000,164.5,456.05,147.63,,131.05,233.85,27.92,2.07,27.15,0.12,,,,0.3,1.01,,59.79,1.68,283.04,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T04:00:00.000000+0000,164.5,456.5,151.55,,134.57,238.96,28.0,2.03,27.09,0.24,,,,0.28,1.13,,57.51,0.57,285.04,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T04:15:00.000000+0000,167.77,456.54,154.74,,137.26,244.59,27.71,2.0,26.81,0.08,,,,0.24,1.11,,57.81,1.21,283.71,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T04:30:00.000000+0000,169.88,456.53,155.09,,135.12,241.16,27.4,1.99,27.06,0.24,,,,0.36,1.04,,57.06,0.43,279.71,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T04:45:00.000000+0000,169.9,456.55,154.86,,133.08,239.42,27.23,1.96,27.95,0.15,,,,0.35,0.92,,60.58,0.04,277.46,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T05:00:00.000000+0000,169.9,441.05,152.89,,131.94,238.48,27.17,1.99,27.49,0.15,,,,0.13,1.03,,61.39,,277.71,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T05:15:00.000000+0000,160.37,440.39,149.84,,131.51,235.91,27.48,2.01,28.2,0.07,,,,0.27,0.96,,61.74,0.36,277.46,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T05:30:00.000000+0000,154.17,440.41,148.29,,130.83,235.69,27.52,1.98,27.43,0.18,,,,0.34,1.09,,60.56,1.21,286.0,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T05:45:00.000000+0000,154.18,440.47,145.74,,129.79,232.36,27.84,1.97,27.84,0.17,,,,0.34,1.03,,59.94,1.89,271.61,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T06:00:00.000000+0000,154.18,414.14,144.38,,129.29,231.08,28.22,2.01,27.08,0.18,,,,0.42,0.95,,56.86,1.93,276.54,0.0,0.0,,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T06:15:00.000000+0000,160.16,413.17,142.79,,128.31,229.42,27.77,2.03,26.59,0.2,,,,0.43,1.02,,57.11,1.61,149.79,0.0,0.0,2.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T06:30:00.000000+0000,164.02,412.89,139.63,,126.01,223.54,28.08,2.12,26.82,0.16,,,,0.36,0.98,,55.11,2.29,263.36,0.0,0.0,5.75,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T06:45:00.000000+0000,164.04,413.15,138.9,,125.4,223.4,28.59,2.18,26.25,0.22,,,,0.39,1.01,,54.57,1.29,220.71,0.0,0.0,20.43,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T07:00:00.000000+0000,164.03,476.69,136.78,,124.12,218.51,28.88,2.15,26.61,0.23,,,,0.27,1.0,,52.76,1.68,115.82,0.0,0.0,69.79,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T07:15:00.000000+0000,193.17,479.04,135.23,,122.32,215.6,31.75,2.14,28.2,0.15,,,,0.33,1.03,,47.57,1.43,158.11,0.0,0.0,128.29,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T07:30:00.000000+0000,209.31,478.97,132.35,,120.69,208.35,31.66,2.08,27.97,0.18,,,,0.3,1.0,,47.37,2.54,249.43,0.0,0.0,94.61,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T07:45:00.000000+0000,209.31,479.01,128.27,,118.02,205.31,30.45,2.1,28.13,0.25,,,,0.31,0.92,,52.59,2.0,234.61,0.0,0.0,70.0,,
site_118,Delhi,Delhi,"DTU, Delhi - CPCB",2024-04-11T08:00:00.000000+0000,209.31,504.69,124.85,,116.83,202.93,29.74,2.04,30.81,0.24,,,,0.29,0.95,,48.87,2.25,233.82,0.0,0.0,82.61,,
